kod,pozycja
1056615,44041
1056620,43388
1056622,43593
1056623,43014
1056624,43594
1056626,42344
1056629,42100
1056630,43500
1056631,42974
1056633,42098
1056636,43595
1056637,43596
1056638,43597
1056639,43501
1056644,43862
1056646,43502
1056648,43990
1056650,43952
1056651,42986
1056652,42521
1056658,42257
1056659,42907
1056660,43863
1056661,43001
1056662,43303
1056663,42840
1056665,42167
1056666,43002
1056669,43953
1056671,43864
1056672,43954
1056673,42111
1056674,43865
1056676,43866
1056679,43304
1056680,42089
1056681,42928
1056682,42929
1056683,42241
1056684,44145
1056685,43351
1056686,42242
1056690,43867
1056691,43352
1056692,43868
1056693,43305
1056694,42550
1056698,43247
1056700,44101
1056701,42444
1056702,42275
1056705,43248
1056707,44042
1056709,43766
1056712,44043
1056713,44044
1056715,43869
1056716,42156
1056717,43472
1056718,42106
1056719,42715
1056720,42091
1056721,44045
1056722,42782
1056723,44126
1056724,42084
1056725,42783
1056727,42061
1056729,43870
1056731,42276
1056732,42876
1056735,42345
1056736,43048
1056739,44102
1056742,44103
1056743,42630
1056748,43049
1056753,42428
1056754,43871
1056755,43503
1056758,42191
1056761,43389
1056762,42336
1056764,42429
1056765,43504
1056766,44046
1056767,42430
1056768,42258
1056769,43674
1056774,42094
1056776,42171
1056779,42647
1056780,42551
1056783,42603
1056785,42368
1056789,42748
1056791,43872
1056792,43767
1056793,42172
1056794,42267
1056796,44047
1056797,42784
1056798,42304
1056799,43768
1056800,43106
1056801,42658
1056802,44048
1056804,43390
1056806,43873
1056808,42930
1056809,42259
1056810,44111
1056812,42105
1056813,42260
1056814,42252
1056815,44049
1056817,43505
1056818,42337
1056819,43769
1056820,42092
1056821,43306
1056824,42807
1056826,42099
1056827,43598
1056830,43599
1056831,43050
1056832,44050
1056833,43675
1056834,42860
1056836,42908
1056837,42305
1056838,42453
1056839,42385
1056842,43506
1056843,42909
1056845,43676
1056846,42431
1056847,42861
1056848,42410
1056849,44051
1056850,42158
1056851,42498
1056852,43600
1056853,42411
1056854,43216
1056855,42386
1056857,43677
1056861,43391
1056862,43293
1056863,43392
1056864,43307
1056867,42432
1056868,43217
1056869,42248
1056871,43991
1056873,43992
1056874,44085
1056876,43727
1056878,42538
1056879,42571
1056880,42604
1056881,42232
1056882,42136
1056883,42605
1056884,42808
1056885,42841
1056886,42233
1056887,42539
1056888,43218
1056889,44112
1056890,42472
1056892,42314
1056893,42659
1056894,42785
1056895,42137
1056896,43507
1056897,43308
1056898,43181
1056900,43145
1056906,42716
1056907,42326
1056910,43874
1056912,43601
1056914,42717
1056915,43770
1056917,43771
1056918,42138
1056921,43955
1056922,42648
1056923,42387
1056926,42327
1056927,43956
1056928,43602
1056930,43353
1056932,43107
1056935,42786
1056936,43354
1056938,43108
1056940,43182
1056942,43875
1056944,43772
1056945,42284
1056946,42660
1056947,43508
1056948,42285
1056949,43309
1056950,42749
1056952,43183
1056957,42388
1056959,42139
1056960,42140
1056962,42787
1056963,42141
1056964,42142
1056966,42621
1056968,42788
1056970,42173
1056971,43146
1056973,42931
1056974,42725
1056975,42932
1056977,43147
1056978,43678
1056979,42522
1056980,43109
1056982,42523
1056983,43728
1056984,43679
1056985,42143
1056987,42987
1056988,42144
1056990,43773
1056992,42622
1056993,42174
1056994,43876
1056995,42369
1056997,42572
1056998,43877
1056999,44086
1057002,42019
1057006,43148
1057008,44113
1057009,42631
1057011,43993
1057014,43184
1057016,42789
1057018,43473
1057020,42823
1057021,43509
1057022,43994
1057023,43603
1057024,42809
1057025,42269
1057027,43149
1057029,42790
1057033,42338
1057034,42824
1057035,42175
1057037,42877
1057040,43051
1057041,42328
1057042,42878
1057044,43052
1057047,43445
1057048,43604
1057049,42879
1057050,43249
1057052,43053
1057053,44052
1057055,43605
1057057,42346
1057061,43774
1057064,42552
1057065,42289
1057066,42169
1057070,42370
1057071,43995
1057073,42553
1057074,42670
1057075,42371
1057076,42810
1057077,42117
1057078,42811
1057079,42404
1057080,42812
1057082,42499
1057083,43510
1057085,42224
1057086,43446
1057087,42225
1057089,43511
1057091,42378
1057092,43606
1057094,42372
1057095,44053
1057096,43996
1057099,42454
1057100,43393
1057101,44087
1057102,43775
1057104,43355
1057105,43185
1057106,43066
1057107,43394
1057108,43957
1057110,43512
1057111,42988
1057112,43607
1057113,42347
1057114,42348
1057115,42524
1057116,42842
1057122,42843
1057123,43776
1057125,43729
1057126,43777
1057127,43513
1057129,42606
1057130,42671
1057135,42791
1057136,43608
1057139,43609
1057142,43219
1057144,42243
1057146,43395
1057147,43356
1057149,42433
1057152,42960
1057153,43220
1057156,43357
1057157,43878
1057161,42115
1057162,43879
1057164,42226
1057167,43396
1057168,43310
1057169,42244
1057170,43880
1057174,43610
1057176,43186
1057177,43250
1057181,42933
1057182,43611
1057183,42434
1057184,43251
1057186,43514
1057187,43150
1057188,43151
1057189,43152
1057191,43153
1057192,43515
1057194,42632
1057195,43516
1057197,42792
1057198,43187
1057199,43680
1057200,43252
1057203,44114
1057204,42880
1057206,42485
1057208,42951
1057211,42280
1057213,42329
1057214,44054
1057215,42281
1057216,42793
1057219,42282
1057220,43881
1057222,42458
1057223,42825
1057226,43882
1057227,42181
1057228,42672
1057232,43778
1057234,43311
1057237,43517
1057239,43681
1057240,43358
1057242,44055
1057245,43397
1057247,43447
1057249,43398
1057250,43883
1057254,43312
1057255,43015
1057256,42473
1057257,42540
1057260,42910
1057261,42794
1057265,43448
1057268,42573
1057270,44104
1057271,43313
1057273,43779
1057275,42261
1057276,43518
1057277,43519
1057278,43780
1057280,42253
1057281,42254
1057282,43682
1057284,42961
1057285,42962
1057286,43612
1057287,42554
1057288,42268
1057289,43188
1057291,43781
1057292,43683
1057293,43884
1057297,43016
1057298,42911
1057299,43359
1057300,43958
1057302,43885
1057303,43886
1057304,43887
1057305,43997
1057309,43684
1057310,43449
1057311,43520
1057312,43067
1057313,43017
1057314,43068
1057318,42389
1057324,43888
1057325,43889
1057326,43154
1057330,43613
1057331,43069
1057332,43314
1057334,42881
1057335,42466
1057336,43070
1057337,43071
1057338,42882
1057339,43189
1057340,42998
1057341,44105
1057344,43450
1057345,42349
1057346,42255
1057347,42703
1057348,42256
1057349,44088
1057350,42306
1057351,44056
1057352,43054
1057354,42975
1057356,43190
1057358,43730
1057359,43451
1057368,44115
1057369,42726
1057370,43055
1057371,43685
1057373,43521
1057374,43110
1057375,43614
1057377,42963
1057378,42623
1057380,43890
1057381,43360
1057382,42474
1057383,43615
1057384,42964
1057386,43616
1057388,43782
1057391,42342
1057393,42673
1057396,42965
1057397,42150
1057399,43891
1057401,43191
1057402,42934
1057403,43892
1057404,42166
1057405,42966
1057406,42976
1057408,43294
1057410,42151
1057411,43192
1057414,43783
1057418,42290
1057419,43784
1057423,43893
1057425,43315
1057428,43155
1057429,42727
1057430,42294
1057431,42674
1057432,43452
1057433,43156
1057434,42500
1057437,43399
1057438,43785
1057441,43361
1057442,43998
1057444,42291
1057446,43999
1057447,43786
1057448,43959
1057449,43894
1057454,44000
1057455,43221
1057456,43157
1057458,42184
1057459,43787
1057462,42795
1057463,42060
1057464,43222
1057466,43223
1057467,43788
1057468,42912
1057469,42796
1057470,42350
1057471,42185
1057473,42107
1057474,42574
1057475,43617
1057476,42319
1057477,44137
1057479,42575
1057481,42576
1057482,44116
1057483,42186
1057486,42108
1057487,43003
1057488,44106
1057489,42555
1057490,42935
1057491,44138
1057493,42913
1057495,42774
1057497,44139
1057498,43522
1057499,44220
1057502,42445
1057503,42607
1057504,44140
1057505,44208
1057506,42862
1057507,43523
1057508,44141
1057509,44057
1057510,42728
1057511,43618
1057515,43895
1057516,42245
1057519,42556
1057520,43789
1057521,43960
1057528,42307
1057530,43158
1057533,43018
1057536,43524
1057542,43004
1057543,43790
1057544,42501
1057545,43896
1057546,42863
1057548,42192
1057549,43791
1057550,44058
1057551,43619
1057552,43897
1057553,43111
1057554,42577
1057555,42435
1057556,42578
1057561,43072
1057563,43295
1057564,42675
1057565,42198
1057566,43073
1057567,42579
1057568,43792
1057569,43316
1057570,43317
1057571,42277
1057572,43620
1057574,44059
1057575,43074
1057576,43898
1057577,42145
1057579,43075
1057580,44001
1057581,43076
1057583,43038
1057586,42455
1057588,44195
1057589,42456
1057591,42320
1057592,44196
1057594,43362
1057595,44206
1057596,44002
1057598,42292
1057599,43899
1057600,42502
1057601,43793
1057602,44181
1057603,43794
1057605,42580
1057607,42503
1057608,44197
1057609,42864
1057610,43795
1057611,42633
1057612,42504
1057614,43961
1057619,42634
1057620,44198
1057624,44209
1057625,43400
1057626,42936
1057627,44210
1057628,43077
1057629,43962
1057630,44211
1057631,42467
1057632,44212
1057633,43525
1057634,43796
1057635,44199
1057637,42112
1057638,44200
1057639,44213
1057640,42635
1057641,43621
1057642,44214
1057643,42581
1057645,44215
1057646,42582
1057647,42583
1057648,42113
1057649,42584
1057650,44216
1057651,42214
1057652,43363
1057654,42636
1057655,44117
1057656,42505
1057657,43526
1057658,42421
1057659,44217
1057661,42637
1057662,43900
1057663,43527
1057666,43193
1057667,42676
1057668,44218
1057670,42638
1057672,42704
1057673,43528
1057676,44190
1057677,43159
1057678,43529
1057679,43901
1057680,44191
1057685,43078
1057686,43797
1057687,42649
1057688,42262
1057694,44060
1057695,43530
1057696,42585
1057697,44089
1057699,42844
1057700,42586
1057701,42826
1057702,42705
1057703,42351
1057704,42436
1057705,43798
1057708,42315
1057709,43318
1057710,44142
1057711,42316
1057714,43799
1057715,43800
1057716,43801
1057717,42967
1057718,42468
1057719,44003
1057720,42390
1057722,43531
1057724,43902
1057725,43364
1057726,42352
1057728,42677
1057729,42587
1057731,42678
1057732,42176
1057733,43453
1057735,42177
1057739,43224
1057741,42446
1057742,42246
1057743,42608
1057748,42339
1057752,43401
1057753,44004
1057757,42215
1057758,43802
1057762,42295
1057763,43532
1057764,43454
1057766,42729
1057768,42459
1057769,43056
1057770,43079
1057771,43963
1057773,43803
1057774,42391
1057776,42718
1057778,42764
1057779,43622
1057780,43455
1057783,43253
1057785,43194
1057786,42270
1057787,44201
1057788,44202
1057790,43533
1057792,44061
1057794,44203
1057795,44118
1057796,44127
1057797,44090
1057798,43112
1057799,43731
1057801,42845
1057804,42609
1057805,42968
1057806,42610
1057810,43534
1057811,43804
1057812,42565
1057813,42679
1057814,42846
1057815,42611
1057817,42847
1057818,42883
1057819,42813
1057821,42848
1057822,42525
1057823,43805
1057824,43160
1057825,44091
1057826,42392
1057827,43113
1057831,43195
1057834,42526
1057835,43161
1057836,44062
1057837,43456
1057838,42892
1057839,43196
1057840,43457
1057841,42750
1057842,42308
1057843,44005
1057844,43114
1057847,42730
1057848,42506
1057849,42814
1057850,43365
1057851,43903
1057852,42309
1057853,43458
1057854,44119
1057855,42680
1057857,42681
1057860,43225
1057861,42731
1057862,42914
1057865,42475
1057866,43904
1057867,43905
1057868,42405
1057874,44192
1057875,42815
1057877,42353
1057878,43806
1057879,44193
1057880,43807
1057881,44204
1057882,44063
1057883,42354
1057884,42507
1057887,44187
1057889,44182
1057890,42508
1057891,44194
1057892,42624
1057893,44205
1057894,44183
1057896,42509
1057897,44184
1057899,44161
1057900,44162
1057903,44188
1057904,43906
1057905,42797
1057906,43226
1057907,44189
1057910,44174
1057914,44175
1057917,44176
1057918,44177
1057919,43402
1057920,44092
1057922,43005
1057923,44169
1057924,44170
1057927,42798
1057928,44178
1057929,42661
1057930,44179
1057932,43197
1057933,42937
1057934,43907
1057935,44185
1057936,42938
1057937,42732
1057938,44186
1057941,44163
1057942,42733
1057943,42751
1057944,42247
1057946,42373
1057947,42893
1057948,42650
1057949,43686
1057951,43535
1057953,42894
1057954,43162
1057955,43808
1057956,43254
1057957,42557
1057958,42263
1057959,42639
1057961,42264
1057963,42895
1057964,42896
1057965,43459
1057968,42816
1057969,42682
1057971,42683
1057972,42684
1057973,44219
1057975,42685
1057977,44207
1057978,43687
1057979,43319
1057981,42558
1057985,42168
1057986,44006
1057987,44164
1057988,42437
1057989,44165
1057990,42438
1057991,43809
1057992,43688
1057993,43908
1057994,43810
1057995,44064
1057997,43623
1057999,44171
1058000,44172
1058001,43811
1058002,43460
1058004,43006
1058005,43320
1058006,42559
1058007,42827
1058008,43812
1058009,42640
1058010,42799
1058011,42510
1058012,43624
1058013,42146
1058014,42109
1058016,43227
1058017,43536
1058018,42527
1058021,42147
1058022,42528
1058023,43403
1058024,42999
1058025,43537
1058026,43813
1058027,44180
1058028,42989
1058029,44173
1058030,42529
1058031,44155
1058032,42271
1058033,44156
1058034,44157
1058035,42272
1058036,44135
1058037,43404
1058039,42273
1058040,44136
1058041,43625
1058043,44158
1058044,43814
1058045,44120
1058047,43255
1058052,43321
1058054,42355
1058056,42588
1058057,42884
1058058,42249
1058060,42589
1058061,42250
1058063,43538
1058065,42251
1058066,43198
1058067,43199
1058068,44093
1058070,44065
1058071,43909
1058073,43964
1058075,42393
1058076,43815
1058077,43910
1058078,43911
1058079,43228
1058080,42221
1058081,43200
1058082,43405
1058084,42734
1058085,42356
1058086,43626
1058087,43627
1058088,42800
1058089,43965
1058090,43115
1058091,42706
1058092,43406
1058093,43966
1058094,42476
1058095,42547
1058097,42828
1058098,42477
1058099,43366
1058102,43367
1058104,43539
1058106,43461
1058107,42817
1058109,43116
1058111,42686
1058112,42478
1058113,42479
1058115,43816
1058116,42829
1058117,43967
1058118,43689
1058122,43407
1058123,42849
1058125,43322
1058126,43080
1058127,43817
1058129,43019
1058130,42977
1058131,43540
1058134,43541
1058135,42735
1058136,43732
1058137,42736
1058138,42801
1058139,42274
1058140,42412
1058141,43408
1058145,43409
1058147,42413
1058148,43912
1058149,42357
1058150,43542
1058151,44007
1058152,44121
1058154,42511
1058155,42148
1058157,43256
1058161,43117
1058162,44107
1058163,42406
1058164,43410
1058165,43257
1058166,42321
1058167,43201
1058168,43020
1058169,43913
1058171,42296
1058173,43543
1058174,43968
1058175,42830
1058177,42952
1058183,43690
1058184,43021
1058189,43118
1058190,42149
1058193,42939
1058194,42915
1058196,42651
1058197,42916
1058198,42652
1058205,43119
1058207,42234
1058209,42222
1058211,42447
1058212,42235
1058213,43691
1058214,43022
1058215,43474
1058218,42236
1058225,43323
1058226,43324
1058228,42530
1058229,45072
1058231,42775
1058232,42531
1058233,44066
1058234,43081
1058236,42237
1058237,42707
1058238,43082
1058239,42662
1058240,43544
1058241,42532
1058243,43969
1058244,42708
1058247,43163
1058249,42332
1058252,44067
1058257,42238
1058259,43914
1058260,42709
1058262,43296
1058263,43545
1058264,43628
1058268,42752
1058269,43023
1058271,43202
1058274,43411
1058275,43024
1058279,42480
1058281,43692
1058283,43546
1058284,42990
1058285,44008
1058286,42541
1058290,42991
1058293,43025
1058295,43203
1058297,42940
1058299,43818
1058303,42765
1058305,42653
1058307,42953
1058308,43325
1058310,43229
1058311,44122
1058312,43412
1058313,42766
1058315,43547
1058316,42767
1058319,42283
1058320,42768
1058323,42590
1058328,43204
1058329,43970
1058331,43413
1058332,42687
1058333,43629
1058335,43120
1058336,43630
1058337,42992
1058341,44009
1058342,43915
1058343,43733
1058345,42414
1058346,43548
1058348,43414
1058349,43083
1058351,43258
1058352,42157
1058353,42178
1058356,43819
1058357,42591
1058358,43820
1058359,43326
1058360,43693
1058362,43205
1058363,42193
1058367,42592
1058369,43206
1058373,42415
1058376,42663
1058379,43259
1058380,43971
1058381,44010
1058383,43368
1058384,42439
1058385,43121
1058386,42776
1058387,43462
1058389,44123
1058390,43916
1058391,42777
1058392,43917
1058394,44068
1058396,43549
1058399,43463
1058401,43039
1058403,43972
1058405,43734
1058407,43821
1058409,42688
1058410,42440
1058411,42593
1058414,42865
1058415,43207
1058416,42897
1058418,43822
1058421,42194
1058422,42978
1058423,42993
1058424,43631
1058425,44011
1058429,42802
1058430,43632
1058432,43823
1058433,43415
1058434,43633
1058435,42195
1058437,42187
1058438,43164
1058439,43973
1058440,44124
1058441,42625
1058442,43634
1058443,42769
1058444,42188
1058445,43084
1058446,43735
1058447,42770
1058448,42298
1058452,43635
1058455,43736
1058456,42818
1058459,43636
1058460,42979
1058461,42358
1058462,43694
1058464,42323
1058465,42441
1058467,43260
1058468,43416
1058469,43464
1058470,43261
1058471,42448
1058472,44125
1058473,42803
1058474,43262
1058478,43550
1058481,42689
1058485,42407
1058488,43417
1058489,42917
1058490,42690
1058491,43327
1058492,42691
1058493,42359
1058494,43418
1058495,43165
1058496,42918
1058497,43419
1058498,43824
1058499,42322
1058501,43122
1058502,43040
1058503,43551
1058504,42771
1058505,42394
1058507,42719
1058508,43825
1058509,43041
1058511,42612
1058512,43826
1058513,42954
1058514,43637
1058519,43638
1058520,42626
1058521,42819
1058522,42227
1058523,42627
1058526,43465
1058527,42613
1058528,45071
1058529,43639
1058530,42753
1058532,42941
1058534,42942
1058535,43466
1058536,43085
1058540,42720
1058541,42969
1058542,42614
1058543,44012
1058544,43369
1058545,43042
1058546,43974
1058548,42416
1058549,43552
1058555,42417
1058559,42418
1058560,43975
1058564,43328
1058565,42374
1058566,42209
1058567,43640
1058568,43086
1058569,43087
1058572,43737
1058573,42408
1058574,43553
1058575,43007
1058576,42449
1058579,43827
1058582,43123
1058591,42692
1058593,42533
1058595,43088
1058596,43089
1058598,42654
1058601,43263
1058603,42210
1058604,42655
1058605,42211
1058607,42754
1058610,42919
1058619,42395
1058620,42820
1058621,42396
1058624,42118
1058625,42119
1058626,42120
1058627,42121
1058628,42122
1058629,43918
1058630,42123
1058631,42124
1058632,43026
1058633,42125
1058636,43043
1058637,42542
1058640,42755
1058642,43695
1058643,42970
1058644,42293
1058645,43696
1058646,42543
1058647,42821
1058649,44108
1058650,42971
1058651,43124
1058652,42710
1058654,43264
1058656,43265
1058658,43697
1058659,43467
1058661,43420
1058662,43554
1058667,43641
1058668,43008
1058669,43919
1058670,42419
1058671,42420
1058674,43976
1058675,43230
1058676,43166
1058677,43167
1058678,42711
1058681,42737
1058682,42738
1058683,42756
1058685,42739
1058687,45070
1058688,42740
1058689,43125
1058691,43126
1058692,42469
1058693,43127
1058696,43920
1058701,43555
1058702,43421
1058703,43231
1058704,43422
1058707,43556
1058708,42831
1058709,43557
1058713,42460
1058718,43370
1058720,42920
1058721,43468
1058722,42943
1058723,43044
1058725,42921
1058726,42898
1058729,43090
1058730,43057
1058731,42126
1058733,42899
1058734,43642
1058735,42850
1058736,42922
1058738,42851
1058739,43828
1058741,42852
1058742,43091
1058744,43266
1058746,44166
1058747,42163
1058748,44167
1058751,42164
1058752,43329
1058753,43921
1058754,44168
1058755,43128
1058756,43643
1058757,43558
1058760,43644
1058761,43423
1058762,43645
1058765,44148
1058766,44149
1058767,43092
1058768,43371
1058769,44150
1058770,44151
1058771,43093
1058772,43469
1058773,44152
1058774,43094
1058776,44146
1058777,43646
1058778,42212
1058779,43647
1058781,42450
1058782,42397
1058783,43829
1058784,42451
1058785,42398
1058786,44069
1058787,44070
1058788,44013
1058789,44071
1058790,43297
1058791,43330
1058792,43331
1058793,44072
1058795,43977
1058796,44014
1058797,42994
1058798,42822
1058799,43830
1058800,43559
1058801,43129
1058802,43922
1058803,43267
1058804,43208
1058806,43095
1058809,42375
1058810,42360
1058812,43648
1058814,42512
1058815,43649
1058816,42560
1058817,43058
1058819,43232
1058820,42866
1058821,43560
1058823,43698
1058825,43650
1058829,43923
1058830,43699
1058831,43700
1058832,43233
1058833,43924
1058834,43268
1058835,42712
1058836,43925
1058837,42615
1058839,42310
1058841,43372
1058842,43209
1058844,43926
1058845,43210
1058846,43373
1058847,43045
1058848,43701
1058849,43374
1058850,43375
1058853,42885
1058856,42693
1058861,42513
1058863,43651
1058864,43332
1058865,43269
1058866,43168
1058867,44094
1058868,42980
1058870,43333
1058874,43334
1058875,43561
1058877,43831
1058879,43009
1058880,43211
1058881,42778
1058883,44015
1058885,43562
1058886,43424
1058887,42641
1058888,42461
1058890,42223
1058891,42981
1058893,42944
1058894,42452
1058895,44073
1058897,42330
1058899,43563
1058900,43270
1058904,42561
1058905,43376
1058906,43470
1058907,43832
1058908,43377
1058909,43702
1058910,43564
1058913,43046
1058914,45069
1058915,43096
1058917,42182
1058918,43335
1058919,43927
1058922,42196
1058923,43212
1058926,42442
1058933,43565
1058934,45068
1058935,43425
1058937,43566
1058939,43271
1058940,43738
1058943,42832
1058944,43336
1058947,42422
1058948,43833
1058949,42721
1058953,42594
1058954,42514
1058955,43059
1058956,42515
1058957,43426
1058958,43834
1058959,45067
1058962,42457
1058964,42853
1058965,43703
1058967,45066
1058968,43130
1058970,45065
1058971,42340
1058972,44095
1058973,43272
1058974,43835
1058975,42664
1058977,45064
1058978,42995
1058979,43567
1058980,42982
1058981,43652
1058982,44159
1058983,43653
1058984,42333
1058986,43273
1058987,45063
1058988,42854
1058990,44160
1058991,43978
1058992,45062
1058993,43568
1058994,43213
1058996,42779
1058998,43704
1058999,43234
1059001,42462
1059003,42341
1059004,42833
1059005,43131
1059006,42399
1059007,42834
1059008,43060
1059009,42955
1059010,43132
1059011,42694
1059012,42179
1059014,45061
1059015,42835
1059016,45060
1059017,43654
1059018,43235
1059019,43928
1059024,43378
1059025,43027
1059026,42757
1059027,45059
1059028,43705
1059029,43379
1059030,43929
1059031,42972
1059033,43706
1059035,43930
1059036,45058
1059037,42170
1059043,45057
1059044,44074
1059045,43931
1059047,43932
1059051,44016
1059054,43655
1059055,43427
1059056,45056
1059059,42486
1059060,42741
1059063,45055
1059065,45054
1059066,42544
1059067,43428
1059068,42742
1059069,43656
1059072,44075
1059073,43569
1059074,43236
1059075,43133
1059076,45053
1059077,45052
1059080,42665
1059084,45051
1059087,42666
1059088,43836
1059089,45050
1059090,43429
1059092,43274
1059094,45049
1059095,43028
1059096,42165
1059097,45048
1059098,43029
1059101,42772
1059103,42923
1059104,42867
1059105,42743
1059106,43739
1059107,43430
1059108,42548
1059113,42924
1059115,45047
1059117,45046
1059119,42667
1059121,43298
1059122,42668
1059124,43299
1059126,45045
1059127,42925
1059128,45044
1059134,43570
1059137,43275
1059138,43933
1059141,45043
1059142,43134
1059143,45042
1059145,45041
1059146,45040
1059149,43934
1059152,43475
1059154,44017
1059155,45039
1059156,42804
1059158,43276
1059161,45038
1059162,42945
1059163,42946
1059166,43277
1059167,43657
1059171,44076
1059174,43237
1059179,43740
1059180,43238
1059181,43658
1059183,45037
1059184,43169
1059186,42758
1059187,43239
1059188,43431
1059192,45036
1059194,45035
1059197,43135
1059198,43337
1059199,43136
1059202,43137
1059203,42595
1059204,43432
1059205,43433
1059206,43434
1059207,45034
1059209,45033
1059210,43837
1059211,42213
1059212,43741
1059213,43571
1059214,43214
1059216,43742
1059218,45032
1059220,42239
1059222,43935
1059223,43743
1059225,43744
1059228,42695
1059229,44018
1059230,45031
1059237,42696
1059240,43435
1059241,45030
1059242,42596
1059244,43572
1059245,42805
1059246,43936
1059250,43573
1059251,45029
1059253,42189
1059256,43745
1059258,42697
1059260,43436
1059261,45028
1059262,43659
1059264,43437
1059265,42868
1059266,43838
1059267,42983
1059269,45027
1059273,45026
1059274,42869
1059275,43839
1059276,42698
1059277,42699
1059278,42463
1059279,45025
1059280,45024
1059281,45023
1059282,43438
1059283,43707
1059286,43840
1059287,43660
1059288,43338
1059289,42286
1059291,43278
1059292,43661
1059293,43339
1059294,43708
1059297,45022
1059300,43979
1059302,42926
1059305,45021
1059307,42199
1059308,43097
1059309,42984
1059312,45020
1059313,43340
1059314,42619
1059319,45019
1059320,45018
1059321,44128
1059323,45017
1059327,45016
1059328,43662
1059330,45015
1059331,42287
1059333,42516
1059334,43170
1059338,43574
1059339,45014
1059340,43171
1059341,45013
1059342,42288
1059347,45012
1059350,43709
1059351,43476
1059353,45011
1059354,43279
1059355,43280
1059356,45010
1059358,45009
1059359,43575
1059360,45008
1059362,43281
1059364,42487
1059365,45007
1059366,42886
1059367,45006
1059368,45005
1059369,42855
1059370,42656
1059376,43937
1059386,45004
1059388,43477
1059390,43938
1059391,43663
1059392,43576
1059393,43061
1059394,45003
1059395,44221
1059400,45002
1059401,45001
1059405,43710
1059406,45000
1059411,43746
1059413,43341
1059414,44999
1059415,43577
1059417,43300
1059418,43841
1059419,42836
1059420,43939
1059421,44998
1059422,44997
1059423,44996
1059426,43062
1059427,44995
1059428,44994
1059432,42870
1059434,44993
1059435,42947
1059436,44992
1059437,44991
1059438,44990
1059439,42549
1059440,43478
1059441,43380
1059445,42887
1059446,44989
1059447,43139
1059448,42481
1059449,42888
1059451,43342
1059453,43063
1059454,44988
1059458,43439
1059459,43381
1059462,43940
1059463,42376
1059464,44987
1059465,44986
1059466,44985
1059468,42616
1059470,42871
1059471,43172
1059472,43578
1059474,44019
1059475,43440
1059476,42562
1059479,44984
1059480,42534
1059481,44983
1059482,43579
1059483,42563
1059484,43098
1059487,43064
1059493,44982
1059495,42377
1059496,44981
1059497,44980
1059499,44979
1059504,43030
1059505,43580
1059510,42642
1059511,42216
1059512,44978
1059514,42217
1059516,42643
1059518,42218
1059519,42219
1059520,42806
1059522,43382
1059525,44977
1059526,44976
1059530,43282
1059532,42361
1059533,42362
1059534,43747
1059535,42363
1059536,43941
1059538,43942
1059539,44975
1059540,43441
1059541,42364
1059542,44974
1059543,44973
1059544,43031
1059545,43283
1059546,44972
1059547,43842
1059548,43943
1059549,43284
1059550,43032
1059552,43285
1059553,43286
1059554,43033
1059556,43748
1059557,42597
1059558,43479
1059560,44971
1059561,43287
1059562,44970
1059563,44224
1059564,44969
1059565,44968
1059566,42598
1059567,43010
1059568,43442
1059569,43011
1059570,44967
1059571,43581
1059572,43288
1059575,44966
1059577,44965
1059578,43343
1059579,44964
1059580,44963
1059581,43344
1059582,42517
1059583,44962
1059584,43289
1059585,43664
1059586,44020
1059587,44021
1059588,42535
1059590,42443
1059591,43138
1059593,44022
1059594,44961
1059596,43240
1059599,42297
1059600,43582
1059601,42566
1059602,44960
1059603,43290
1059604,43480
1059605,43583
1059606,43481
1059607,44959
1059608,43241
1059609,43843
1059610,43482
1059611,43443
1059612,44958
1059613,43944
1059614,43749
1059615,43945
1059619,43750
1059621,43099
1059623,44077
1059624,44957
1059625,42545
1059629,43034
1059631,43711
1059636,42482
1059638,43173
1059639,43665
1059641,43844
1059642,42996
1059644,42114
1059649,43946
1059655,43712
1059657,44956
1059660,43345
1059662,44955
1059664,44954
1059665,44953
1059666,44952
1059667,44129
1059668,44951
1059669,44130
1059670,44131
1059671,44132
1059672,44950
1059673,44949
1059674,44133
1059675,44134
1059676,44948
1059679,44947
1059686,44946
1059687,43666
1059689,43713
1059690,44945
1059692,44944
1059693,44943
1059694,42973
1059695,42889
1059698,43845
1059699,44942
1059700,44941
1059701,44940
1059702,44939
1059704,44938
1059706,44937
1059707,44936
1059709,44935
1059710,44934
1059712,44933
1059714,44932
1059715,44931
1059717,44930
1059721,44929
1059723,44928
1059725,44927
1059726,44926
1059727,44925
1059728,44924
1059729,44923
1059730,44922
1059733,44921
1059735,44920
1059741,44919
1059742,44918
1059743,44917
1059746,44916
1059748,44915
1059750,44914
1059752,44913
1059754,44912
1059755,44911
1059761,44910
1059763,44909
1059764,44908
1059765,44907
1059766,44906
1059767,44905
1059768,44904
1059770,44903
1059771,44902
1059773,44901
1059774,44900
1059775,44899
1059777,44898
1059778,44897
1059780,44896
1059781,44895
1059784,44894
1059785,44893
1059786,44892
1059787,44891
1059788,44890
1059789,44889
1059792,44888
1059794,44887
1059795,44886
1059796,44885
1059797,44884
1059798,44883
1059801,44882
1059802,44881
1059803,44880
1059804,44879
1059805,44878
1059809,44877
1059810,44876
1059811,44875
1059812,44874
1059813,44873
1059814,44872
1059816,44871
1059819,44870
1059822,44869
1059823,44868
1059824,44867
1059826,44866
1059827,44865
1059829,44864
1059830,44863
1059831,44862
1059832,44861
1059833,44860
1059834,44859
